City,AQI,PM2.5,PM10,NO2,CO,SO2,O3,Temperature (°C),Humidity (%),Wind Speed (km/h),Rainfall (mm),Pressure (hPa),Vehicle Count,Industrial Activity Index,Health Impact Score
Delhi,164,78.5046,133.3706,44.8551,3.2149,17.4826,69.4726,19.6254,50.9427,11.2238,0.0,1006.518,308356,5.1426,76
Ludhiana,150,75.565,117.2783,36.8594,1.633,26.5292,50.0494,15.1308,50.9986,12.2002,0.0,1008.8509,118536,8.1658,72
Srinagar,71,38.3095,70.201,20.2165,1.2625,8.4566,29.8995,10.2421,77.6602,9.6621,0.0,863.4664,87557,2.3301,25
Jaipur,82,23.7983,19.3606,28.3009,1.5677,18.4977,68.4406,26.6526,41.5206,6.3629,21.4422,1011.8459,73228,4.0602,20
Nagpur,88,50.6839,87.7539,23.7323,1.4731,11.9059,67.9334,24.8297,55.723,5.444,0.0,1009.9027,69009,2.2379,33
Chennai,111,61.2709,106.1453,36.4381,2.7035,12.0822,42.9232,28.9743,81.4268,19.7182,0.0,1008.7443,388362,4.3726,51
Ludhiana,177,83.8929,157.4322,43.7098,1.6437,36.8577,79.9774,16.1707,45.8113,7.3764,0.0,1010.9601,54132,8.9447,83
Ludhiana,131,69.1924,116.8439,33.8237,1.629,26.3468,60.2489,26.5826,41.5651,11.7706,0.0,1007.7805,88750,8.6842,59
Ahmedabad,181,84.6801,154.2424,45.7609,1.904,35.0978,84.7493,26.5722,46.9087,7.7642,0.0,1007.1254,79438,8.5687,84
Jaipur,88,49.9125,89.5157,31.7073,1.8005,17.1577,44.3857,12.2733,53.0244,11.2295,0.0,1014.9118,122563,5.3898,33
Mumbai,119,66.0439,104.9127,34.7928,2.2585,15.2225,52.4654,33.1003,69.6074,15.2252,0.0,1011.6087,246136,5.3902,56
Mumbai,186,86.1625,152.4659,47.5884,3.1901,20.2283,79.3019,31.6228,74.4987,10.3707,0.0,1007.0524,290429,6.0937,87
Patna,47,20.5327,19.7802,16.6955,0.9813,3.9754,26.8863,19.3754,59.1225,13.0981,0.0,1014.9306,105211,0.5,13
Bangalore,190,87.0223,136.5801,53.9245,4.1861,13.2211,85.7283,22.6755,55.0187,9.7425,0.0,1012.3782,417743,2.9098,87
Ludhiana,107,61.9925,107.5023,29.9843,1.4039,21.7672,54.2783,30.5322,44.1321,12.3809,0.0,1010.3137,93611,6.8091,45
Meerut,98,55.4076,96.9923,31.5181,1.4539,20.4841,64.7169,28.7496,53.219,10.6381,0.0,1009.9347,92671,5.8965,39
Kolkata,213,94.0352,147.2839,50.8511,3.8533,17.8392,79.1039,29.7288,46.5226,11.8899,0.0,1008.0654,388354,5.8049,92
Meerut,56,32.7704,55.8577,19.9681,0.8078,9.8732,35.864,26.4588,51.7485,14.2977,0.0,1010.5572,65912,3.3463,17
Srinagar,63,35.2577,48.4042,19.7661,1.2745,12.3196,46.052,21.3737,62.6352,9.5836,9.6271,859.1969,81946,3.175,20
Ludhiana,110,61.6708,110.0534,30.4309,1.1361,24.4308,71.236,32.4693,40.9006,8.7626,0.0,1008.7129,46936,6.8979,45
Thane,88,49.1806,78.443,39.5242,1.5727,34.6849,84.8116,42.6065,34.638,10.3662,13.6165,1008.9464,74451,9.9183,29
Kolkata,177,82.6253,134.6212,45.4576,3.4117,15.8076,100.0761,40.7157,29.7551,8.0637,0.0,1004.1586,291246,3.6368,80
Patna,87,48.5004,85.5392,21.8619,1.6617,9.8628,45.0409,20.3036,53.917,9.455,0.0,1009.697,127823,2.5522,31
Lucknow,62,33.3854,59.5963,16.0018,1.0597,8.7581,30.9157,24.0389,51.2454,11.7428,0.0,1008.2081,91596,2.382,18
Srinagar,145,73.4313,123.7205,42.2324,2.1962,20.8781,85.0518,16.9149,70.2376,4.9446,1.0033,862.3187,123502,4.1954,70
Surat,73,35.091,72.758,18.5978,0.7457,13.479,19.3351,26.809,84.3339,22.8522,0.0,1007.3982,78954,7.1873,25
Patna,80,49.0966,74.2954,23.9393,1.0686,17.7939,52.7987,23.5872,54.8286,9.6765,0.0,1012.6135,53067,4.5462,30
Pune,59,35.0554,44.746,17.5083,0.9625,10.0976,43.2251,26.2487,45.2201,10.66,0.0,1011.5695,54945,2.8348,17
Jaipur,78,47.7414,79.6843,20.8602,1.1645,10.6405,47.3763,26.3123,50.1416,10.2172,0.0,1007.8173,84665,3.0471,28
Agra,61,36.6639,47.3621,16.674,1.038,9.5354,48.2661,27.0893,42.1466,10.321,0.0,1008.9338,88077,2.2809,18
Varanasi,73,32.1092,70.3242,16.7159,1.0179,9.6604,43.8491,31.4337,36.2731,11.3851,0.0,1009.5096,74951,2.9969,20
Mumbai,105,42.0361,84.1034,25.1899,2.2343,9.6206,24.8715,29.4088,70.4854,29.1274,0.0,1013.2114,403267,5.3108,39
Mumbai,103,20.1311,15.9656,33.122,2.3503,14.0845,34.9174,29.6274,74.2333,20.9238,26.623,1008.0143,344473,6.5267,33
Thane,122,66.2697,120.0856,37.6327,1.4934,26.5639,73.122,35.9897,44.1752,10.8778,0.0,1007.8648,90160,7.971,54
Lucknow,70,41.4738,72.0047,20.3176,0.9504,11.95,41.6502,23.9629,48.1025,11.8343,0.0,1008.1799,71247,3.7188,24
Bangalore,159,77.0261,126.0243,47.1366,3.165,15.5994,59.0506,21.1853,43.7008,12.5494,0.0,1009.5388,333324,5.3749,73
Thane,129,68.7269,115.6901,31.8131,1.1172,25.0657,55.2328,25.228,50.455,12.9704,0.0,1012.3157,83934,8.2585,59
Bhopal,84,41.5949,83.2956,26.2307,1.51,11.8694,57.619,16.0023,55.3217,8.0365,0.0,1010.6236,94804,2.9484,29
Thane,147,73.4718,132.8598,37.4332,1.6763,25.9916,94.4747,43.8255,37.1297,8.9673,0.0,1007.7823,84157,7.5197,67
Nashik,206,91.6899,149.4268,40.5954,2.0364,29.6592,80.2673,28.0701,42.4414,8.8706,0.0,1010.0178,119744,8.5402,90
Nagpur,69,29.5599,70.771,16.0013,1.1486,5.7877,43.6212,28.9925,44.8405,13.9993,0.0,1007.0652,121072,1.7154,20
Indore,84,47.4861,82.5188,25.9134,1.1109,12.4583,40.1263,14.4739,52.8538,10.8564,0.0,1011.0354,79678,3.8669,30
Ludhiana,127,68.0325,121.8181,32.9161,1.5466,25.2576,55.2757,18.8777,55.2535,10.8696,0.0,1013.0528,89571,7.8686,59
Pune,153,75.966,139.4485,37.0763,2.1031,18.1192,82.2412,25.7135,53.4512,6.472,0.0,1006.706,120334,4.5324,73
Meerut,73,41.561,71.3986,22.7224,0.8442,12.7808,58.4368,29.8344,41.3955,10.8895,0.0,1009.4108,49079,3.7039,23
Rajkot,64,34.9098,33.6689,24.5863,1.2632,17.5355,58.1488,18.743,50.3882,6.7241,16.1455,1011.3831,47675,4.0627,19
Thane,155,77.1115,131.0203,38.644,1.6516,27.4331,102.204,40.1592,29.3468,6.6978,0.0,1011.7687,78465,6.5757,72
Meerut,68,38.1427,69.2219,16.3877,0.9993,11.5928,35.2027,30.0371,51.5586,14.6281,0.0,1008.0408,72342,3.7489,22
Vadodara,126,67.1661,125.1889,36.3839,1.5452,26.9926,43.5296,8.7175,67.2746,10.8887,0.0,1011.4438,70246,8.1851,59
Indore,105,57.466,102.3821,24.949,1.3449,17.6917,59.6009,32.4838,37.1027,12.0398,0.0,1011.1303,84191,5.543,40
Mumbai,109,43.9539,32.8779,38.9952,2.6605,16.1484,47.4343,32.177,80.9834,18.5973,16.1503,1011.8258,369223,6.6688,44
Bhopal,43,10.08,6.6379,17.5401,0.8935,13.524,37.7155,14.1359,51.2776,9.3897,59.8473,1014.5713,46054,3.3498,10
Hyderabad,180,83.5985,134.1407,48.1009,3.5997,13.3269,77.2368,13.3114,59.5768,8.4081,0.0,1009.481,305260,3.1513,84
Mumbai,229,98.2542,166.4372,55.9179,3.8695,22.055,76.9184,29.0917,84.6847,11.1489,0.0,1010.2854,389160,6.769,95
Rajkot,89,52.1665,88.3169,23.404,1.5714,14.3462,67.4294,31.7488,45.4242,7.9018,0.0,1010.188,81185,3.3859,33
Bangalore,189,87.5372,152.3446,54.1837,4.5531,12.2976,96.6062,30.6217,46.8274,9.2197,0.0,1010.931,424611,3.3582,87
Chennai,144,72.7783,113.5868,38.621,3.2458,12.8167,47.8038,28.994,79.1665,17.5308,0.0,1009.2345,435396,5.3848,70
Nagpur,88,40.258,71.3453,22.6236,1.0296,12.3286,86.9837,53.1096,20.7513,9.1108,0.0,1007.1833,43609,3.3009,26
Thane,140,72.0303,108.1678,36.4547,1.279,30.5443,82.6813,36.1518,32.1724,9.8366,0.0,1009.5522,46107,8.387,64
Surat,172,81.1121,139.0017,38.74,1.6799,27.1312,62.0398,29.0181,79.5543,10.6947,0.0,1009.223,110388,8.5736,82
Thane,142,72.3819,124.6411,34.8925,1.7078,23.6904,51.7166,19.4089,51.7008,11.9069,0.0,1010.4807,114900,7.7522,66
Surat,95,57.3262,96.1454,29.197,1.2609,21.8102,46.1636,26.6983,77.4745,15.5461,0.0,1010.6397,102493,7.6422,42
Indore,75,43.5199,75.1615,23.1873,1.2809,12.4971,49.3729,36.0579,34.2909,13.8015,0.0,1008.4356,93974,4.2483,24
Ludhiana,133,69.675,100.4781,28.228,1.3144,21.9363,36.9524,12.0032,56.8433,11.404,0.0,1010.0878,75471,7.1124,62
Patna,45,28.0659,41.7628,14.3174,0.846,8.9403,34.9841,30.2075,43.0104,16.3779,0.0,1011.3024,62565,3.4243,13
Chennai,174,82.0013,109.6516,44.1591,3.3399,13.0262,56.318,28.6405,83.4731,16.1877,0.8637,1007.4803,477066,5.1115,84
Vadodara,145,73.4317,135.5956,37.0819,1.5447,28.6698,60.4162,18.1379,51.8379,10.9473,0.0,1010.776,92380,8.8556,68
Varanasi,74,45.1472,64.9148,21.2517,1.2215,12.1735,66.3228,37.4024,31.8921,9.6923,0.0,1007.7724,82780,3.0187,24
Ludhiana,154,75.6586,142.8223,41.5089,1.4609,31.1791,80.6978,29.6895,33.9233,8.6591,0.0,1011.2497,65500,8.1858,70
Agra,62,36.5321,58.9145,19.2862,0.8362,8.064,43.6974,28.7212,45.1843,14.2058,0.0,1009.7024,68823,3.0554,18
Varanasi,99,47.8701,96.6899,25.3145,1.1226,15.9427,70.8563,41.2263,35.5913,10.0593,0.0,1006.3459,59900,4.6684,34
Varanasi,38,17.9459,6.3538,12.3879,0.7559,7.8399,32.2825,20.1542,58.0039,11.6339,13.8696,1008.1633,35983,2.35,10
Vadodara,144,72.7531,113.5463,34.3085,1.5808,22.3036,74.3844,40.9708,27.916,10.6731,0.0,1006.0936,108067,6.8484,64
Bhopal,64,37.7833,64.8744,19.8961,1.2491,12.0034,55.9656,31.7411,32.3746,9.191,0.0,1010.5393,66996,3.1875,19
Ludhiana,159,76.2527,125.9915,35.412,1.583,26.9252,70.0198,33.5625,35.8261,10.5281,0.0,1010.431,93467,8.1875,72
Indore,82,46.1406,80.8273,22.4977,1.3259,13.8199,55.6482,30.9424,36.9146,10.1864,0.0,1009.2712,99808,3.1763,27
Indore,70,33.7846,67.9503,18.753,1.1053,11.1846,30.7329,17.9776,53.997,13.3438,0.0,1011.4499,82875,3.3507,21
Jaipur,87,50.4876,85.5434,24.6617,1.4316,16.099,61.0674,29.6157,45.6037,9.2969,0.0,1010.0986,85452,4.5577,31
Meerut,81,48.4064,64.9412,24.5528,1.4712,13.1123,80.8929,36.2139,44.022,6.5237,0.583,1009.5029,65926,2.7737,28
Mumbai,113,41.9308,53.8634,35.599,3.0052,13.9721,38.2832,26.4424,80.1124,20.0785,13.6874,1012.3492,419813,6.5045,45
Indore,81,46.3883,80.4108,23.4317,1.3522,11.05,65.1214,32.9029,36.7106,8.5557,0.0,1010.6493,86003,2.9877,27
Delhi,189,85.7442,147.8248,49.1554,3.1572,19.1516,90.6265,28.1736,40.4567,9.6687,0.0,1007.3308,299203,5.2458,85
Rajkot,109,62.7208,102.4246,29.352,1.6626,16.2442,41.5486,8.4642,64.8287,7.3135,0.0,1011.2081,87913,3.9904,49
Vadodara,122,65.958,133.5699,36.4033,1.7513,25.813,84.9814,45.5077,26.7218,10.5036,0.0,1006.9127,94588,7.631,52
Bangalore,125,16.2325,8.8558,54.2283,3.7498,20.4863,99.844,44.8344,23.3481,11.2901,37.4194,1011.8924,382395,6.4124,34
Kolkata,153,76.1769,136.3125,42.6942,2.5895,17.3806,58.9832,24.8196,44.3732,11.8148,0.0,1009.7829,273393,5.3328,72
Thane,85,50.6922,83.0356,22.4934,0.9312,19.7462,53.4021,29.6986,33.9461,12.0352,0.0,1008.3853,35976,6.3367,30
Srinagar,98,56.4306,98.0269,28.4094,1.3178,21.7884,68.0643,23.0099,65.2137,6.9107,0.0,860.2944,60766,4.8632,41
Thane,115,58.18,117.27,30.1591,1.4916,18.1007,53.0377,14.8767,50.7874,9.6594,0.0,1010.1602,87278,5.3822,47
Hyderabad,215,94.2796,159.0117,59.3343,3.8364,21.9569,89.5559,19.9436,54.0341,9.1133,0.0,1010.1441,339909,5.9753,92
Bhopal,82,48.64,76.3277,21.9171,1.3198,14.8597,31.7099,7.8921,50.596,11.3529,0.0,1011.6311,83555,4.3977,29
Chennai,106,12.7273,8.3721,31.1267,2.4125,11.5129,32.6985,23.0277,87.7203,17.8062,41.9359,1010.5716,283916,4.6958,32
Nagpur,64,33.4891,61.1207,20.0109,1.1059,9.8343,28.6962,14.2806,53.3221,12.9627,0.0,1010.7163,84478,2.9829,18
Nagpur,67,29.1998,54.5172,21.4141,1.3056,7.1149,54.987,24.1578,45.816,8.7219,0.0,1012.9254,92250,1.4503,18
Pune,80,45.8077,67.5572,21.1206,1.1304,11.8283,55.7765,34.2979,49.849,9.1914,1.2032,1007.6949,53501,3.5411,26
Ludhiana,128,68.926,117.2936,33.1745,1.47,22.9555,45.0923,11.6263,59.1467,10.0535,0.0,1011.1963,80171,7.1951,61
Rajkot,84,43.7595,85.7572,22.2465,1.4456,13.9566,51.5787,24.4246,47.4417,9.9793,0.0,1012.9462,87840,3.9907,29
Lucknow,90,46.279,90.5237,23.3698,1.1305,18.5178,52.7167,28.1549,43.2678,10.5851,0.0,1011.8849,38115,5.2998,32
Pune,59,35.8838,57.174,18.2153,1.0685,9.9736,50.7246,28.4449,53.4311,8.1685,0.0,1012.5219,45900,2.3945,19
Surat,92,55.2368,88.5186,35.503,1.4478,28.0053,57.8683,31.5309,83.0915,12.3168,7.7444,1010.8836,88317,8.6666,40
Agra,63,27.1298,32.4995,24.6287,1.2258,15.5118,42.5153,14.5352,55.3961,9.0573,17.6285,1009.328,77752,4.2045,17
Chennai,100,50.6795,69.3474,26.5705,2.0997,5.5319,37.4754,30.2243,75.3233,17.8523,0.0,1010.6391,308598,1.7869,42
Mumbai,281,113.3894,176.3796,62.2,3.7956,28.545,90.8947,25.0625,77.2227,9.9127,0.0,1009.9948,323844,8.133,98
Mumbai,104,57.0368,100.6625,34.9525,2.1789,17.1368,53.6855,33.0209,75.2918,13.9094,0.0,1010.0584,243813,5.221,45
Thane,153,75.76,131.7447,39.0131,1.9685,29.8679,77.2366,31.3077,34.2018,10.1009,0.0,1012.4233,123971,8.6064,70
Nashik,111,63.3312,112.0072,36.8266,1.4633,25.1815,65.8601,29.5583,44.7584,10.9435,0.0,1010.2706,83343,7.911,48
Surat,48,28.7738,33.2195,17.5036,0.6731,13.3062,21.3424,28.3681,77.4576,27.5314,8.629,1010.655,58386,7.9068,15
Chennai,146,74.3448,125.5943,41.4796,3.0862,10.9771,60.738,32.3237,71.6507,14.2965,0.0,1009.6295,395972,3.8893,72
Bangalore,234,100.1745,172.3747,59.0871,4.4694,16.4503,78.5959,13.3986,59.89,9.4293,0.0,1008.8624,424063,4.8327,95
Ludhiana,186,85.4558,140.0497,42.995,1.7877,34.7845,82.4475,31.31,51.5142,9.28,0.0,1005.4053,73712,9.4982,85
Nagpur,80,46.2193,72.1203,19.8496,1.2783,13.0193,76.0163,37.4866,33.3326,7.0683,0.0,1005.812,59169,2.803,25
Srinagar,124,68.2174,105.9024,32.9871,1.8005,22.4156,49.2106,10.3582,82.9,7.1379,0.0,864.5594,110314,5.0728,62
Hyderabad,118,57.7619,62.8643,46.5285,3.4528,11.6814,80.1833,34.998,34.5514,11.6243,10.9396,1010.3623,365350,3.0906,48
Ahmedabad,187,86.5835,130.4911,42.2886,1.4935,32.6828,101.5926,44.7105,27.7693,8.2371,0.0,1008.1449,68447,8.5352,85
Nagpur,114,61.909,115.3942,31.8179,1.8113,21.4564,100.8903,47.7783,23.4588,6.397,0.0,1008.7386,98074,4.6494,44
Kolkata,198,89.902,143.1192,50.1419,4.1767,15.7984,65.3425,25.419,46.5185,13.5988,0.0,1007.3418,509852,5.2445,89
Surat,123,67.0348,106.691,25.343,1.4588,22.2319,46.4053,28.4546,79.0384,14.008,0.0,1012.0461,97979,8.0407,59
Bhopal,70,40.5647,69.6677,19.6529,1.2988,9.1042,67.3367,40.6901,36.1506,8.6004,0.0,1008.8745,92976,2.3749,21
Patna,69,34.6385,62.6539,20.9405,1.4351,12.9523,46.5029,25.0143,45.23,11.8336,0.0,1010.7737,85122,3.7,21
Srinagar,79,44.7189,79.545,22.1727,1.3909,12.4503,41.2169,16.8968,63.3598,8.5947,0.0,862.2866,86924,3.0366,29
Rajkot,88,49.9255,90.2846,24.3462,1.4326,16.517,59.9258,30.0049,45.3814,10.74,0.0,1010.1487,84660,4.6269,33
Ludhiana,163,78.6764,127.3304,40.6738,1.551,32.8562,86.0769,46.5775,17.2747,10.7737,0.0,1011.3399,62656,9.8347,74
Bhopal,98,55.9038,98.1026,25.784,1.3099,18.2582,44.2819,22.6097,47.5268,13.2126,0.0,1006.773,101593,6.3751,39
Rajkot,54,27.6885,54.5771,20.6319,1.0644,9.9523,44.1537,19.9092,45.9302,15.4328,0.0,1009.2161,70800,3.1816,15
Indore,101,60.7071,107.4111,31.5944,1.5629,19.5586,56.3504,19.8494,39.3416,9.6648,0.0,1009.5136,90035,5.5349,43
Agra,77,46.0427,76.6391,22.8087,1.2992,13.9661,54.2037,27.5111,46.7533,9.6139,0.0,1010.414,65878,3.6929,26
Kolkata,159,78.308,128.1212,49.7578,3.3215,13.676,78.9256,29.5282,42.492,12.5853,0.0,1009.3612,389170,4.1019,75
Patna,60,32.966,60.492,17.2694,0.8802,9.5318,61.5443,45.5491,25.8799,11.2886,0.0,1008.7402,45942,3.0185,16
Varanasi,66,33.4169,66.8954,16.2643,1.3511,4.7637,65.2048,39.9776,34.9831,8.0012,0.0,1008.5389,84731,1.0484,19
Chennai,175,82.7317,141.7109,50.4149,3.5788,19.4126,78.1903,29.0486,75.575,10.9632,0.0,1010.2718,345351,5.6215,84
Delhi,272,111.5205,190.9943,61.1222,4.6325,23.6218,113.1984,31.1675,40.381,6.8949,0.0,1009.6662,367647,5.6325,98
Kolkata,189,86.733,117.2834,43.5985,3.4059,18.7339,89.5292,45.3595,23.2276,10.6583,0.0,1008.392,328565,5.037,85
Jaipur,59,29.2472,60.6573,11.3301,0.7648,3.9406,58.2527,33.321,31.0453,8.2516,0.0,1011.9516,62171,0.5,16
Kolkata,189,86.8119,155.3719,50.5178,2.9724,23.78,91.1006,43.6115,31.7542,11.2747,0.0,1008.8665,282678,6.9831,85
Srinagar,73,36.0873,69.6995,17.6595,1.4007,8.9194,12.8638,-1.8509,87.3674,10.8672,0.0,860.796,78777,2.6377,25
Bangalore,139,71.6157,118.9237,47.7935,3.9529,13.5488,83.0142,31.4165,36.9216,10.3191,5.4485,1007.0839,381782,3.8811,63
Meerut,65,9.9475,3.0,25.6029,1.3614,16.0252,65.0979,40.6654,43.0211,10.0874,69.9069,1008.1965,67367,4.7348,15
Pune,48,25.8398,19.188,21.7946,0.9258,12.999,46.6439,22.6489,45.4835,12.2361,19.0678,1009.7553,56899,4.038,13
Nashik,143,72.8823,117.6189,34.1982,1.2676,28.2055,54.4953,19.8043,50.2553,10.5987,0.0,1009.1206,63317,8.5381,67
Bangalore,232,99.3506,144.5441,51.6251,3.5153,25.2136,73.1122,24.2547,50.8731,11.1276,0.0,1009.4717,327087,7.4762,95
Bangalore,194,89.2605,156.902,54.5015,4.0891,18.1979,95.5404,29.2077,45.3298,9.4284,0.0,1008.8755,364034,4.9528,88
Pune,46,29.245,49.389,12.774,0.9263,7.2461,42.6224,25.4924,44.6818,9.5632,0.0,1011.046,43474,1.4726,13
Bhopal,67,31.2662,65.2326,17.0877,0.8146,11.4475,27.9009,20.9652,53.4832,16.9014,0.0,1011.9229,64410,4.5306,19
Hyderabad,245,103.8358,178.6936,65.0387,4.5974,20.8958,98.3336,17.2486,58.4173,8.0487,0.0,1014.8061,391466,5.1755,96
Ludhiana,101,60.8209,89.2206,31.6208,1.3807,23.7965,44.6865,20.4688,46.2011,15.2289,0.0,1008.8311,90973,8.7339,43
Vadodara,222,96.2384,171.7166,43.3621,1.7507,34.9748,107.3272,41.4351,33.1135,7.507,0.0,1010.1131,78579,9.0175,93
Indore,56,26.6578,52.9647,18.3335,0.6085,7.792,28.8873,24.8964,39.3199,20.0527,0.0,1011.0929,79415,3.0807,14
Bhopal,85,45.5293,81.4414,26.828,1.406,14.2791,45.2675,14.1648,54.6728,8.7826,0.0,1011.781,73811,3.7274,29
Pune,97,55.1071,98.5286,27.697,1.7357,16.5256,62.4694,30.8306,39.8409,9.0071,0.0,1010.4905,117480,4.2879,38
Vadodara,134,70.4821,108.5815,28.3118,1.1255,28.2848,59.424,35.0087,44.7499,11.8653,0.0,1010.1601,50014,8.8243,62
Nagpur,69,40.0693,62.813,21.0315,1.2384,9.1282,58.1383,26.407,45.0126,8.509,0.0,1011.4265,81640,2.2899,21
Ahmedabad,212,94.0648,153.6264,43.8848,1.9892,34.2541,77.8927,21.1972,49.5683,7.8927,0.0,1010.8864,99233,8.8421,92
Surat,93,55.2414,97.1533,30.5807,1.3146,22.0329,47.9477,26.0416,87.0889,14.3514,0.0,1011.9505,81798,8.0076,43
Nashik,140,72.1186,102.5965,33.2448,1.5898,26.1273,54.1942,16.5986,39.5227,10.3539,0.0,1014.0009,90619,7.5428,65
Lucknow,80,48.7131,82.9272,22.6945,1.1195,14.7977,49.5466,24.884,46.4181,10.1128,0.0,1007.1117,66950,4.0528,29
Kolkata,266,109.6538,183.5015,57.8681,3.8666,27.5346,97.0023,27.7467,49.4018,7.6802,0.0,1008.9836,315333,6.6923,98
Pune,91,47.8782,91.5351,26.4172,1.7514,12.6727,68.0574,26.7524,40.3957,6.9166,0.0,1005.6786,98591,2.8563,32
Meerut,79,43.6495,76.3381,21.1755,1.2168,10.8059,57.2502,25.4842,43.8739,8.5737,0.0,1010.6407,77123,2.7799,25
Surat,56,32.9153,41.9783,26.2284,0.8799,22.3016,35.8608,27.4782,78.8123,16.8644,15.8676,1010.9713,44326,8.9702,18
Pune,73,40.4442,74.2969,22.8607,1.3235,12.8714,53.0995,23.1427,43.3627,8.7499,0.0,1006.728,64416,3.266,24
Ludhiana,142,71.8752,110.1356,37.7632,1.6218,26.7938,71.5149,23.6641,41.8494,8.8725,0.0,1008.4472,86357,6.9389,64
Patna,72,43.2058,51.5203,27.3351,1.1373,15.2088,59.0198,17.5327,55.3476,7.1233,7.2901,1015.1701,54406,3.6628,25
Meerut,84,37.6325,85.4486,23.9236,1.4252,10.0808,40.2264,17.1342,46.1052,12.1486,0.0,1009.3804,116085,3.1786,27
Chennai,116,49.016,50.2108,45.7015,3.2252,20.2199,63.1508,27.7369,78.081,12.2521,16.4825,1006.1981,321339,6.0639,49
Bangalore,192,87.91,130.3057,45.7495,3.2401,13.8472,63.2677,10.2498,62.3206,10.5798,0.0,1011.8163,341310,4.2427,88
Chennai,114,48.2775,77.022,31.8079,2.9427,4.4915,47.5917,32.578,59.7131,19.1863,3.1017,1008.0913,434193,2.064,45
Jaipur,128,68.935,113.4063,31.6,1.6445,23.8748,63.8572,22.8894,50.0044,8.4806,0.0,1009.6749,94045,6.1307,59
Pune,66,38.4259,57.521,19.2319,1.0641,6.7419,44.5875,31.0549,44.7454,10.3905,0.0,1008.4991,78192,1.8928,20
Chennai,156,76.5774,127.647,45.3632,3.4987,14.4467,55.5983,26.6736,78.2268,15.4084,0.0,1010.0185,459097,5.315,76
Thane,106,61.5962,101.6033,32.8459,1.1889,25.6865,64.9974,31.0358,37.4774,11.5431,0.0,1008.6993,58434,8.1257,43
Agra,46,26.4592,13.011,20.138,0.8395,15.076,45.2336,32.1379,32.7577,14.4628,16.722,1010.7724,61904,4.6565,12
Ludhiana,126,68.533,123.1714,39.3352,1.7091,26.603,83.3634,29.6883,35.226,8.2048,0.0,1008.6574,79194,7.0107,57
Vadodara,126,67.5618,112.3323,33.927,1.675,26.7719,55.4103,16.9942,45.3013,10.5818,0.0,1014.4953,100624,8.2103,56
Patna,94,54.6559,93.4179,27.4085,1.2768,16.9963,66.3641,21.5538,47.1718,7.0442,0.0,1010.9157,68520,3.9575,36
Ahmedabad,137,70.7628,117.7721,33.1841,1.7557,25.9104,61.7406,27.9134,38.8695,12.298,0.0,1009.1911,104404,8.3122,62
Chennai,123,66.2405,117.1471,35.6637,2.4763,16.7367,54.7901,23.8749,77.2556,13.2287,0.0,1013.0788,258999,6.0467,58
Agra,54,13.2514,17.1576,21.8039,1.0629,9.9291,54.3059,36.7903,37.7777,11.8629,52.3753,1001.8893,77191,3.1473,12
Patna,99,60.1409,99.2791,31.9496,1.4681,20.9605,69.0621,27.9554,39.1346,10.0228,0.0,1010.5929,95846,5.9032,41
Patna,64,31.7504,61.9311,20.8837,1.2824,11.3646,46.4116,24.4129,47.3965,11.3879,0.0,1013.2424,87076,3.0102,18
Pune,63,28.932,45.4086,11.6863,0.7458,5.161,64.4755,53.821,18.9256,9.6264,0.0,1006.98,71188,1.1758,16
Patna,51,24.7078,50.1233,14.2588,0.9834,9.3236,21.8991,10.7257,52.9989,11.0508,4.7474,1010.9379,53518,2.391,14
Hyderabad,197,88.6069,149.9164,48.6887,3.1207,23.5171,77.171,26.4997,51.4667,10.2544,0.0,1008.5004,270604,7.0924,88
Ahmedabad,100,26.0311,5.5955,45.9974,2.1042,34.9836,99.3625,30.5088,47.1999,6.5136,26.7829,1008.4469,100887,7.7852,30
Vadodara,94,56.5881,91.6963,23.7724,1.359,20.6975,54.5097,37.2369,40.1514,14.8819,0.0,1010.1704,87225,7.7936,36
Surat,80,47.4768,77.3038,21.4704,1.1199,17.7907,34.2583,26.9157,75.1528,19.5115,0.0,1006.8086,80662,7.2157,31
Indore,90,46.5571,87.8034,20.6286,0.9671,15.636,39.4362,28.4272,40.5387,12.7591,0.0,1007.8568,67417,4.8908,30
Surat,67,40.1107,54.7017,11.5122,1.0286,13.9489,11.6457,21.1021,87.2155,33.9504,0.0,1011.7379,102672,9.3755,25
Ludhiana,141,72.0407,123.4753,36.0608,1.4944,25.5311,59.7126,21.8453,53.6227,9.9481,0.0,1012.387,85474,7.4351,66
Thane,182,85.2011,137.9318,39.7776,1.7441,32.0431,95.049,51.4285,28.8064,9.5369,0.0,1005.6372,71060,9.4709,83
Hyderabad,234,100.5237,154.0741,55.3851,3.874,23.3299,102.8971,27.587,42.7287,7.6316,0.0,1007.9995,305846,5.7195,95
Nagpur,100,59.7006,96.1822,31.3171,1.5464,19.3846,56.874,19.5606,50.4569,8.2466,2.746,1007.9424,77708,4.9562,41
Mumbai,109,62.2765,98.9003,33.7967,2.6348,12.6992,40.1099,31.8253,76.6776,19.6843,0.0,1011.1755,372442,5.4801,50
Hyderabad,204,92.0786,128.4887,62.1172,4.7778,19.4125,94.6376,21.2345,48.8212,9.5535,6.1323,1014.6883,444985,5.0024,91
Bangalore,272,111.6867,169.7935,68.8856,5.4485,17.2099,102.7692,12.3781,56.6905,7.7543,0.0,1012.5804,481905,3.8724,98
